country,indicator,year,value,unit,source
COL,Fiscal balance,2027,-4.323,% GDP,IMF (WEO)
COL,Fiscal balance,2028,-2.741,% GDP,IMF (WEO)
COL,Fiscal balance,2029,-2.509,% GDP,IMF (WEO)
COL,Fiscal balance,2030,-2.389,% GDP,IMF (WEO)
COL,Fiscal balance,2031,-2.412,% GDP,IMF (WEO)
COL,Fiscal balance,2027,-0.868,% GDP,IMF (WEO)
COL,Fiscal balance,2028,0.593,% GDP,IMF (WEO)
COL,Fiscal balance,2029,0.816,% GDP,IMF (WEO)
COL,Fiscal balance,2030,0.803,% GDP,IMF (WEO)
COL,Fiscal balance,2031,0.724,% GDP,IMF (WEO)
COL,Gen gov debt,2027,61.311,% GDP,IMF (WEO)
COL,Gen gov debt,2028,60.961,% GDP,IMF (WEO)
COL,Gen gov debt,2029,60.45,% GDP,IMF (WEO)
COL,Gen gov debt,2030,59.815,% GDP,IMF (WEO)
COL,Gen gov debt,2031,59.229,% GDP,IMF (WEO)
CRI,GDP growth,2027,3.567,%,IMF (WEO)
CRI,GDP growth,2028,3.556,%,IMF (WEO)
CRI,GDP growth,2029,3.51,%,IMF (WEO)
CRI,GDP growth,2030,3.46,%,IMF (WEO)
CRI,GDP growth,2031,3.46,%,IMF (WEO)
CRI,Inflation,2027,2.047,%,IMF (WEO)
CRI,Inflation,2028,2.3,%,IMF (WEO)
CRI,Inflation,2029,2.5,%,IMF (WEO)
CRI,Inflation,2030,3.0,%,IMF (WEO)
CRI,Inflation,2031,3.0,%,IMF (WEO)
CRI,Fiscal balance,2027,-3.501,% GDP,IMF (WEO)
CRI,Fiscal balance,2028,-3.161,% GDP,IMF (WEO)
CRI,Fiscal balance,2029,-2.825,% GDP,IMF (WEO)
CRI,Fiscal balance,2030,-2.481,% GDP,IMF (WEO)
CRI,Fiscal balance,2031,-2.195,% GDP,IMF (WEO)
CRI,Fiscal balance,2027,0.921,% GDP,IMF (WEO)
CRI,Fiscal balance,2028,1.126,% GDP,IMF (WEO)
CRI,Fiscal balance,2029,1.283,% GDP,IMF (WEO)
CRI,Fiscal balance,2030,1.448,% GDP,IMF (WEO)
CRI,Fiscal balance,2031,1.537,% GDP,IMF (WEO)
CRI,Gen gov debt,2027,61.443,% GDP,IMF (WEO)
CRI,Gen gov debt,2028,61.38,% GDP,IMF (WEO)
CRI,Gen gov debt,2029,60.847,% GDP,IMF (WEO)
CRI,Gen gov debt,2030,59.906,% GDP,IMF (WEO)
CRI,Gen gov debt,2031,58.597,% GDP,IMF (WEO)
DMA,GDP growth,2027,2.839,%,IMF (WEO)
DMA,GDP growth,2028,2.733,%,IMF (WEO)
DMA,GDP growth,2029,2.425,%,IMF (WEO)
DMA,GDP growth,2030,2.132,%,IMF (WEO)
DMA,GDP growth,2031,2.0,%,IMF (WEO)
DMA,Inflation,2027,2.3,%,IMF (WEO)
DMA,Inflation,2028,2.2,%,IMF (WEO)
DMA,Inflation,2029,2.2,%,IMF (WEO)
DMA,Inflation,2030,2.2,%,IMF (WEO)
DMA,Inflation,2031,2.2,%,IMF (WEO)
DMA,Fiscal balance,2027,-0.993,% GDP,IMF (WEO)
DMA,Fiscal balance,2028,-0.862,% GDP,IMF (WEO)
DMA,Fiscal balance,2029,-0.548,% GDP,IMF (WEO)
DMA,Fiscal balance,2030,-0.049,% GDP,IMF (WEO)
DMA,Fiscal balance,2031,-0.007,% GDP,IMF (WEO)
DMA,Fiscal balance,2027,1.076,% GDP,IMF (WEO)
DMA,Fiscal balance,2028,1.224,% GDP,IMF (WEO)
DMA,Fiscal balance,2029,1.542,% GDP,IMF (WEO)
DMA,Fiscal balance,2030,2.03,% GDP,IMF (WEO)
DMA,Fiscal balance,2031,2.023,% GDP,IMF (WEO)
DMA,Gen gov debt,2027,94.716,% GDP,IMF (WEO)
DMA,Gen gov debt,2028,91.4,% GDP,IMF (WEO)
DMA,Gen gov debt,2029,88.219,% GDP,IMF (WEO)
DMA,Gen gov debt,2030,84.846,% GDP,IMF (WEO)
DMA,Gen gov debt,2031,81.579,% GDP,IMF (WEO)
DOM,GDP growth,2027,4.397,%,IMF (WEO)
DOM,GDP growth,2028,4.681,%,IMF (WEO)
DOM,GDP growth,2029,4.856,%,IMF (WEO)
DOM,GDP growth,2030,4.952,%,IMF (WEO)
DOM,GDP growth,2031,5.004,%,IMF (WEO)
DOM,Inflation,2027,4.473,%,IMF (WEO)
DOM,Inflation,2028,4.022,%,IMF (WEO)
DOM,Inflation,2029,3.973,%,IMF (WEO)
DOM,Inflation,2030,4.021,%,IMF (WEO)
DOM,Inflation,2031,4.034,%,IMF (WEO)
DOM,Fiscal balance,2027,-3.223,% GDP,IMF (WEO)
DOM,Fiscal balance,2028,-2.897,% GDP,IMF (WEO)
DOM,Fiscal balance,2029,-2.624,% GDP,IMF (WEO)
DOM,Fiscal balance,2030,-2.262,% GDP,IMF (WEO)
DOM,Fiscal balance,2031,-2.002,% GDP,IMF (WEO)
DOM,Fiscal balance,2027,0.477,% GDP,IMF (WEO)
DOM,Fiscal balance,2028,0.784,% GDP,IMF (WEO)
DOM,Fiscal balance,2029,1.007,% GDP,IMF (WEO)
DOM,Fiscal balance,2030,1.298,% GDP,IMF (WEO)
DOM,Fiscal balance,2031,1.462,% GDP,IMF (WEO)
DOM,Gen gov debt,2027,56.654,% GDP,IMF (WEO)
DOM,Gen gov debt,2028,55.375,% GDP,IMF (WEO)
DOM,Gen gov debt,2029,54.02,% GDP,IMF (WEO)
DOM,Gen gov debt,2030,52.379,% GDP,IMF (WEO)
DOM,Gen gov debt,2031,50.015,% GDP,IMF (WEO)
ECU,GDP growth,2027,2.5,%,IMF (WEO)
ECU,GDP growth,2028,2.6,%,IMF (WEO)
ECU,GDP growth,2029,2.8,%,IMF (WEO)
ECU,GDP growth,2030,3.0,%,IMF (WEO)
ECU,GDP growth,2031,3.0,%,IMF (WEO)
ECU,Inflation,2027,1.61,%,IMF (WEO)
ECU,Inflation,2028,1.5,%,IMF (WEO)
ECU,Inflation,2029,1.5,%,IMF (WEO)
ECU,Inflation,2030,1.5,%,IMF (WEO)
ECU,Inflation,2031,1.5,%,IMF (WEO)
SLV,GDP growth,2027,3.0,%,IMF (WEO)
SLV,GDP growth,2028,3.0,%,IMF (WEO)
SLV,GDP growth,2029,3.0,%,IMF (WEO)
SLV,GDP growth,2030,3.0,%,IMF (WEO)
SLV,GDP growth,2031,3.0,%,IMF (WEO)
SLV,Inflation,2027,2.0,%,IMF (WEO)
SLV,Inflation,2028,1.8,%,IMF (WEO)
SLV,Inflation,2029,1.8,%,IMF (WEO)
SLV,Inflation,2030,1.8,%,IMF (WEO)
SLV,Inflation,2031,1.8,%,IMF (WEO)
SLV,Fiscal balance,2027,-1.927,% GDP,IMF (WEO)
SLV,Fiscal balance,2028,-2.259,% GDP,IMF (WEO)
SLV,Fiscal balance,2029,-2.006,% GDP,IMF (WEO)
SLV,Fiscal balance,2030,-1.826,% GDP,IMF (WEO)
SLV,Fiscal balance,2031,-1.437,% GDP,IMF (WEO)
SLV,Fiscal balance,2027,3.709,% GDP,IMF (WEO)
SLV,Fiscal balance,2028,3.725,% GDP,IMF (WEO)
SLV,Fiscal balance,2029,3.713,% GDP,IMF (WEO)
SLV,Fiscal balance,2030,3.73,% GDP,IMF (WEO)
SLV,Fiscal balance,2031,3.726,% GDP,IMF (WEO)
SLV,Gen gov debt,2027,82.204,% GDP,IMF (WEO)
SLV,Gen gov debt,2028,80.284,% GDP,IMF (WEO)
SLV,Gen gov debt,2029,78.351,% GDP,IMF (WEO)
SLV,Gen gov debt,2030,76.556,% GDP,IMF (WEO)
SLV,Gen gov debt,2031,74.359,% GDP,IMF (WEO)
GRD,GDP growth,2027,3.076,%,IMF (WEO)
GRD,GDP growth,2028,2.965,%,IMF (WEO)
GRD,GDP growth,2029,2.735,%,IMF (WEO)
GRD,GDP growth,2030,2.735,%,IMF (WEO)
GRD,GDP growth,2031,2.735,%,IMF (WEO)
GRD,Inflation,2027,1.6,%,IMF (WEO)
GRD,Inflation,2028,2.0,%,IMF (WEO)
GRD,Inflation,2029,2.0,%,IMF (WEO)
GRD,Inflation,2030,2.0,%,IMF (WEO)
GRD,Inflation,2031,2.0,%,IMF (WEO)
GRD,Fiscal balance,2027,-0.088,% GDP,IMF (WEO)
GRD,Fiscal balance,2028,-0.013,% GDP,IMF (WEO)
GRD,Fiscal balance,2029,0.035,% GDP,IMF (WEO)
GRD,Fiscal balance,2030,0.333,% GDP,IMF (WEO)
GRD,Fiscal balance,2031,0.357,% GDP,IMF (WEO)
GRD,Fiscal balance,2027,1.503,% GDP,IMF (WEO)
GRD,Fiscal balance,2028,1.497,% GDP,IMF (WEO)
GRD,Fiscal balance,2029,1.502,% GDP,IMF (WEO)
GRD,Fiscal balance,2030,1.501,% GDP,IMF (WEO)
GRD,Fiscal balance,2031,1.501,% GDP,IMF (WEO)
GRD,Gen gov debt,2027,69.479,% GDP,IMF (WEO)
GRD,Gen gov debt,2028,69.769,% GDP,IMF (WEO)
GRD,Gen gov debt,2029,69.892,% GDP,IMF (WEO)
GRD,Gen gov debt,2030,69.674,% GDP,IMF (WEO)
GRD,Gen gov debt,2031,66.751,% GDP,IMF (WEO)
GTM,GDP growth,2027,3.98,%,IMF (WEO)
GTM,GDP growth,2028,3.92,%,IMF (WEO)
GTM,GDP growth,2029,3.84,%,IMF (WEO)
GTM,GDP growth,2030,3.88,%,IMF (WEO)
GTM,GDP growth,2031,3.92,%,IMF (WEO)
GTM,Inflation,2027,4.049,%,IMF (WEO)
GTM,Inflation,2028,3.639,%,IMF (WEO)
GTM,Inflation,2029,3.85,%,IMF (WEO)
GTM,Inflation,2030,4.006,%,IMF (WEO)
GTM,Inflation,2031,4.001,%,IMF (WEO)
GTM,Fiscal balance,2027,-2.525,% GDP,IMF (WEO)
GTM,Fiscal balance,2028,-2.543,% GDP,IMF (WEO)
GTM,Fiscal balance,2029,-2.465,% GDP,IMF (WEO)
GTM,Fiscal balance,2030,-2.489,% GDP,IMF (WEO)
GTM,Fiscal balance,2031,-2.446,% GDP,IMF (WEO)
GTM,Fiscal balance,2027,-0.843,% GDP,IMF (WEO)
GTM,Fiscal balance,2028,-0.815,% GDP,IMF (WEO)
GTM,Fiscal balance,2029,-0.693,% GDP,IMF (WEO)
GTM,Fiscal balance,2030,-0.687,% GDP,IMF (WEO)
GTM,Fiscal balance,2031,-0.618,% GDP,IMF (WEO)
GTM,Gen gov debt,2027,28.057,% GDP,IMF (WEO)
GTM,Gen gov debt,2028,28.601,% GDP,IMF (WEO)
GTM,Gen gov debt,2029,28.986,% GDP,IMF (WEO)
GTM,Gen gov debt,2030,29.322,% GDP,IMF (WEO)
GTM,Gen gov debt,2031,29.574,% GDP,IMF (WEO)
GUY,GDP growth,2027,19.664,%,IMF (WEO)
GUY,GDP growth,2028,22.087,%,IMF (WEO)
GUY,GDP growth,2029,12.798,%,IMF (WEO)
GUY,GDP growth,2030,11.521,%,IMF (WEO)
GUY,GDP growth,2031,1.057,%,IMF (WEO)
GUY,Inflation,2027,5.145,%,IMF (WEO)
GUY,Inflation,2028,5.214,%,IMF (WEO)
GUY,Inflation,2029,5.408,%,IMF (WEO)
GUY,Inflation,2030,5.529,%,IMF (WEO)
GUY,Inflation,2031,5.529,%,IMF (WEO)
GUY,Fiscal balance,2027,-3.831,% GDP,IMF (WEO)
GUY,Fiscal balance,2028,-4.19,% GDP,IMF (WEO)
GUY,Fiscal balance,2029,-3.336,% GDP,IMF (WEO)
GUY,Fiscal balance,2030,-2.217,% GDP,IMF (WEO)
GUY,Fiscal balance,2031,-1.099,% GDP,IMF (WEO)
GUY,Fiscal balance,2027,-3.354,% GDP,IMF (WEO)
GUY,Fiscal balance,2028,-3.67,% GDP,IMF (WEO)
GUY,Fiscal balance,2029,-2.812,% GDP,IMF (WEO)
GUY,Fiscal balance,2030,-1.63,% GDP,IMF (WEO)
GUY,Fiscal balance,2031,-0.476,% GDP,IMF (WEO)
GUY,Gen gov debt,2027,27.956,% GDP,IMF (WEO)
GUY,Gen gov debt,2028,28.271,% GDP,IMF (WEO)
GUY,Gen gov debt,2029,28.602,% GDP,IMF (WEO)
GUY,Gen gov debt,2030,29.525,% GDP,IMF (WEO)
GUY,Gen gov debt,2031,28.894,% GDP,IMF (WEO)
HTI,GDP growth,2027,0.48,%,IMF (WEO)
HTI,GDP growth,2028,1.2,%,IMF (WEO)
HTI,GDP growth,2029,1.3,%,IMF (WEO)
HTI,GDP growth,2030,1.5,%,IMF (WEO)
HTI,GDP growth,2031,1.5,%,IMF (WEO)
HTI,Inflation,2027,19.714,%,IMF (WEO)
HTI,Inflation,2028,12.909,%,IMF (WEO)
HTI,Inflation,2029,9.437,%,IMF (WEO)
HTI,Inflation,2030,7.982,%,IMF (WEO)
HTI,Inflation,2031,7.982,%,IMF (WEO)
HTI,Fiscal balance,2027,-0.644,% GDP,IMF (WEO)
HTI,Fiscal balance,2028,-1.245,% GDP,IMF (WEO)
HTI,Fiscal balance,2029,-1.427,% GDP,IMF (WEO)
HTI,Fiscal balance,2030,-1.447,% GDP,IMF (WEO)
HTI,Fiscal balance,2031,-1.497,% GDP,IMF (WEO)
HTI,Fiscal balance,2027,-0.308,% GDP,IMF (WEO)
HTI,Fiscal balance,2028,-0.89,% GDP,IMF (WEO)
HTI,Fiscal balance,2029,-1.056,% GDP,IMF (WEO)
HTI,Fiscal balance,2030,-1.058,% GDP,IMF (WEO)
HTI,Fiscal balance,2031,-1.078,% GDP,IMF (WEO)
HTI,Gen gov debt,2027,9.589,% GDP,IMF (WEO)
HTI,Gen gov debt,2028,9.726,% GDP,IMF (WEO)
HTI,Gen gov debt,2029,10.288,% GDP,IMF (WEO)
HTI,Gen gov debt,2030,10.995,% GDP,IMF (WEO)
HTI,Gen gov debt,2031,11.772,% GDP,IMF (WEO)
HND,GDP growth,2027,3.7,%,IMF (WEO)
HND,GDP growth,2028,3.8,%,IMF (WEO)
HND,GDP growth,2029,3.8,%,IMF (WEO)
HND,GDP growth,2030,3.8,%,IMF (WEO)
HND,GDP growth,2031,3.8,%,IMF (WEO)
HND,Inflation,2027,4.494,%,IMF (WEO)
HND,Inflation,2028,4.0,%,IMF (WEO)
HND,Inflation,2029,4.0,%,IMF (WEO)
HND,Inflation,2030,4.0,%,IMF (WEO)
HND,Inflation,2031,4.0,%,IMF (WEO)
HND,Fiscal balance,2027,-1.088,% GDP,IMF (WEO)
HND,Fiscal balance,2028,-0.851,% GDP,IMF (WEO)
HND,Fiscal balance,2029,-0.677,% GDP,IMF (WEO)
HND,Fiscal balance,2030,-0.626,% GDP,IMF (WEO)
HND,Fiscal balance,2031,-0.645,% GDP,IMF (WEO)
HND,Fiscal balance,2027,-0.617,% GDP,IMF (WEO)
HND,Fiscal balance,2028,-0.362,% GDP,IMF (WEO)
HND,Fiscal balance,2029,-0.082,% GDP,IMF (WEO)
HND,Fiscal balance,2030,0.117,% GDP,IMF (WEO)
HND,Fiscal balance,2031,0.06,% GDP,IMF (WEO)
HND,Gen gov debt,2027,40.135,% GDP,IMF (WEO)
HND,Gen gov debt,2028,40.026,% GDP,IMF (WEO)
HND,Gen gov debt,2029,39.127,% GDP,IMF (WEO)
HND,Gen gov debt,2030,35.542,% GDP,IMF (WEO)
HND,Gen gov debt,2031,34.461,% GDP,IMF (WEO)
JAM,GDP growth,2027,3.143,%,IMF (WEO)
JAM,GDP growth,2028,1.846,%,IMF (WEO)
JAM,GDP growth,2029,1.5,%,IMF (WEO)
JAM,GDP growth,2030,1.5,%,IMF (WEO)
JAM,GDP growth,2031,1.5,%,IMF (WEO)
JAM,Inflation,2027,5.537,%,IMF (WEO)
JAM,Inflation,2028,5.016,%,IMF (WEO)
JAM,Inflation,2029,5.0,%,IMF (WEO)
JAM,Inflation,2030,5.0,%,IMF (WEO)
JAM,Inflation,2031,5.0,%,IMF (WEO)
JAM,Fiscal balance,2027,-3.088,% GDP,IMF (WEO)
JAM,Fiscal balance,2028,-2.052,% GDP,IMF (WEO)
JAM,Fiscal balance,2029,-1.727,% GDP,IMF (WEO)
JAM,Fiscal balance,2030,-1.636,% GDP,IMF (WEO)
JAM,Fiscal balance,2031,-1.539,% GDP,IMF (WEO)
JAM,Fiscal balance,2027,1.88,% GDP,IMF (WEO)
JAM,Fiscal balance,2028,2.646,% GDP,IMF (WEO)
JAM,Fiscal balance,2029,2.848,% GDP,IMF (WEO)
JAM,Fiscal balance,2030,2.804,% GDP,IMF (WEO)
JAM,Fiscal balance,2031,2.797,% GDP,IMF (WEO)
JAM,Gen gov debt,2027,65.017,% GDP,IMF (WEO)
JAM,Gen gov debt,2028,63.801,% GDP,IMF (WEO)
JAM,Gen gov debt,2029,62.807,% GDP,IMF (WEO)
JAM,Gen gov debt,2030,61.626,% GDP,IMF (WEO)
JAM,Gen gov debt,2031,60.527,% GDP,IMF (WEO)
MEX,GDP growth,2027,2.186,%,IMF (WEO)
MEX,GDP growth,2028,2.106,%,IMF (WEO)
MEX,GDP growth,2029,2.015,%,IMF (WEO)
MEX,GDP growth,2030,2.015,%,IMF (WEO)
MEX,GDP growth,2031,2.015,%,IMF (WEO)
MEX,Inflation,2027,3.421,%,IMF (WEO)
MEX,Inflation,2028,3.0,%,IMF (WEO)
MEX,Inflation,2029,3.0,%,IMF (WEO)
MEX,Inflation,2030,3.0,%,IMF (WEO)
MEX,Inflation,2031,3.0,%,IMF (WEO)
MEX,Fiscal balance,2027,-3.5,% GDP,IMF (WEO)
MEX,Fiscal balance,2028,-3.0,% GDP,IMF (WEO)
MEX,Fiscal balance,2029,-3.0,% GDP,IMF (WEO)
MEX,Fiscal balance,2030,-3.0,% GDP,IMF (WEO)
MEX,Fiscal balance,2031,-3.0,% GDP,IMF (WEO)
MEX,Fiscal balance,2027,2.112,% GDP,IMF (WEO)
MEX,Fiscal balance,2028,2.351,% GDP,IMF (WEO)
MEX,Fiscal balance,2029,2.171,% GDP,IMF (WEO)
MEX,Fiscal balance,2030,2.055,% GDP,IMF (WEO)
MEX,Fiscal balance,2031,2.012,% GDP,IMF (WEO)
MEX,Gen gov debt,2027,63.112,% GDP,IMF (WEO)
MEX,Gen gov debt,2028,63.109,% GDP,IMF (WEO)
MEX,Gen gov debt,2029,63.274,% GDP,IMF (WEO)
MEX,Gen gov debt,2030,63.377,% GDP,IMF (WEO)
MEX,Gen gov debt,2031,63.588,% GDP,IMF (WEO)
NIC,GDP growth,2027,3.8,%,IMF (WEO)
NIC,GDP growth,2028,3.53,%,IMF (WEO)
NIC,GDP growth,2029,3.53,%,IMF (WEO)
NIC,GDP growth,2030,3.53,%,IMF (WEO)
NIC,GDP growth,2031,3.53,%,IMF (WEO)
NIC,Inflation,2027,3.0,%,IMF (WEO)
NIC,Inflation,2028,3.0,%,IMF (WEO)
NIC,Inflation,2029,3.0,%,IMF (WEO)
NIC,Inflation,2030,3.0,%,IMF (WEO)
NIC,Inflation,2031,3.0,%,IMF (WEO)
NIC,Fiscal balance,2027,1.583,% GDP,IMF (WEO)
NIC,Fiscal balance,2028,1.812,% GDP,IMF (WEO)
NIC,Fiscal balance,2029,2.011,% GDP,IMF (WEO)
NIC,Fiscal balance,2030,2.015,% GDP,IMF (WEO)
NIC,Fiscal balance,2031,2.117,% GDP,IMF (WEO)
NIC,Fiscal balance,2027,3.093,% GDP,IMF (WEO)
NIC,Fiscal balance,2028,3.32,% GDP,IMF (WEO)
NIC,Fiscal balance,2029,3.525,% GDP,IMF (WEO)
NIC,Fiscal balance,2030,3.523,% GDP,IMF (WEO)
NIC,Fiscal balance,2031,3.626,% GDP,IMF (WEO)
NIC,Gen gov debt,2027,32.593,% GDP,IMF (WEO)
NIC,Gen gov debt,2028,32.455,% GDP,IMF (WEO)
NIC,Gen gov debt,2029,32.012,% GDP,IMF (WEO)
NIC,Gen gov debt,2030,31.005,% GDP,IMF (WEO)
NIC,Gen gov debt,2031,30.588,% GDP,IMF (WEO)
PAN,GDP growth,2027,4.54,%,IMF (WEO)
PAN,GDP growth,2028,4.54,%,IMF (WEO)
PAN,GDP growth,2029,4.754,%,IMF (WEO)
PAN,GDP growth,2030,4.54,%,IMF (WEO)
PAN,GDP growth,2031,4.54,%,IMF (WEO)
PAN,Inflation,2027,2.0,%,IMF (WEO)
PAN,Inflation,2028,2.0,%,IMF (WEO)
PAN,Inflation,2029,2.0,%,IMF (WEO)
PAN,Inflation,2030,2.0,%,IMF (WEO)
PAN,Inflation,2031,2.0,%,IMF (WEO)
PAN,Fiscal balance,2027,-2.977,% GDP,IMF (WEO)
PAN,Fiscal balance,2028,-2.525,% GDP,IMF (WEO)
PAN,Fiscal balance,2029,-2.024,% GDP,IMF (WEO)
PAN,Fiscal balance,2030,-1.499,% GDP,IMF (WEO)
PAN,Fiscal balance,2031,-1.446,% GDP,IMF (WEO)
PAN,Fiscal balance,2027,-0.056,% GDP,IMF (WEO)
PAN,Fiscal balance,2028,0.327,% GDP,IMF (WEO)
PAN,Fiscal balance,2029,0.733,% GDP,IMF (WEO)
PAN,Fiscal balance,2030,1.265,% GDP,IMF (WEO)
PAN,Fiscal balance,2031,1.275,% GDP,IMF (WEO)
PAN,Gen gov debt,2027,57.534,% GDP,IMF (WEO)
PAN,Gen gov debt,2028,57.085,% GDP,IMF (WEO)
PAN,Gen gov debt,2029,56.271,% GDP,IMF (WEO)
PAN,Gen gov debt,2030,55.261,% GDP,IMF (WEO)
PAN,Gen gov debt,2031,53.925,% GDP,IMF (WEO)
PRY,GDP growth,2027,3.5,%,IMF (WEO)
PRY,GDP growth,2028,3.5,%,IMF (WEO)
PRY,GDP growth,2029,3.5,%,IMF (WEO)
PRY,GDP growth,2030,3.5,%,IMF (WEO)
PRY,GDP growth,2031,3.5,%,IMF (WEO)
PRY,Inflation,2027,3.475,%,IMF (WEO)
PRY,Inflation,2028,3.5,%,IMF (WEO)
PRY,Inflation,2029,3.5,%,IMF (WEO)
PRY,Inflation,2030,3.5,%,IMF (WEO)
PRY,Inflation,2031,3.5,%,IMF (WEO)
PRY,Fiscal balance,2027,-1.28,% GDP,IMF (WEO)
PRY,Fiscal balance,2028,-1.34,% GDP,IMF (WEO)
PRY,Fiscal balance,2029,-1.384,% GDP,IMF (WEO)
PRY,Fiscal balance,2030,-1.433,% GDP,IMF (WEO)
PRY,Fiscal balance,2031,-1.421,% GDP,IMF (WEO)
PRY,Fiscal balance,2027,0.356,% GDP,IMF (WEO)
PRY,Fiscal balance,2028,0.265,% GDP,IMF (WEO)
PRY,Fiscal balance,2029,0.176,% GDP,IMF (WEO)
PRY,Fiscal balance,2030,0.098,% GDP,IMF (WEO)
PRY,Fiscal balance,2031,0.074,% GDP,IMF (WEO)
PRY,Gen gov debt,2027,37.595,% GDP,IMF (WEO)
PRY,Gen gov debt,2028,37.369,% GDP,IMF (WEO)
PRY,Gen gov debt,2029,37.186,% GDP,IMF (WEO)
PRY,Gen gov debt,2030,36.881,% GDP,IMF (WEO)
PRY,Gen gov debt,2031,36.637,% GDP,IMF (WEO)
PER,GDP growth,2027,2.8,%,IMF (WEO)
PER,GDP growth,2028,2.802,%,IMF (WEO)
PER,GDP growth,2029,2.796,%,IMF (WEO)
PER,GDP growth,2030,2.803,%,IMF (WEO)
PER,GDP growth,2031,2.801,%,IMF (WEO)
PER,Inflation,2027,1.768,%,IMF (WEO)
PER,Inflation,2028,1.964,%,IMF (WEO)
PER,Inflation,2029,1.956,%,IMF (WEO)
PER,Inflation,2030,2.018,%,IMF (WEO)
PER,Inflation,2031,2.018,%,IMF (WEO)
PER,Fiscal balance,2027,-1.968,% GDP,IMF (WEO)
PER,Fiscal balance,2028,-1.927,% GDP,IMF (WEO)
PER,Fiscal balance,2029,-1.799,% GDP,IMF (WEO)
PER,Fiscal balance,2030,-1.762,% GDP,IMF (WEO)
PER,Fiscal balance,2031,-1.696,% GDP,IMF (WEO)
PER,Fiscal balance,2027,-0.415,% GDP,IMF (WEO)
PER,Fiscal balance,2028,-0.306,% GDP,IMF (WEO)
PER,Fiscal balance,2029,-0.152,% GDP,IMF (WEO)
PER,Fiscal balance,2030,-0.074,% GDP,IMF (WEO)
PER,Fiscal balance,2031,-0.02,% GDP,IMF (WEO)
PER,Gen gov debt,2027,30.927,% GDP,IMF (WEO)
PER,Gen gov debt,2028,31.583,% GDP,IMF (WEO)
PER,Gen gov debt,2029,32.109,% GDP,IMF (WEO)
PER,Gen gov debt,2030,32.061,% GDP,IMF (WEO)
PER,Gen gov debt,2031,32.177,% GDP,IMF (WEO)
KNA,GDP growth,2027,2.522,%,IMF (WEO)
KNA,GDP growth,2028,2.635,%,IMF (WEO)
KNA,GDP growth,2029,2.728,%,IMF (WEO)
KNA,GDP growth,2030,2.574,%,IMF (WEO)
KNA,GDP growth,2031,2.461,%,IMF (WEO)
KNA,Inflation,2027,2.126,%,IMF (WEO)
KNA,Inflation,2028,2.01,%,IMF (WEO)
KNA,Inflation,2029,2.044,%,IMF (WEO)
KNA,Inflation,2030,2.044,%,IMF (WEO)
KNA,Inflation,2031,2.044,%,IMF (WEO)
KNA,Fiscal balance,2027,-7.513,% GDP,IMF (WEO)
KNA,Fiscal balance,2028,-5.591,% GDP,IMF (WEO)
KNA,Fiscal balance,2029,-5.739,% GDP,IMF (WEO)
KNA,Fiscal balance,2030,-5.875,% GDP,IMF (WEO)
KNA,Fiscal balance,2031,-6.003,% GDP,IMF (WEO)
KNA,Fiscal balance,2027,-5.391,% GDP,IMF (WEO)
KNA,Fiscal balance,2028,-3.241,% GDP,IMF (WEO)
KNA,Fiscal balance,2029,-3.241,% GDP,IMF (WEO)
KNA,Fiscal balance,2030,-3.241,% GDP,IMF (WEO)
KNA,Fiscal balance,2031,-3.241,% GDP,IMF (WEO)
KNA,Gen gov debt,2027,68.709,% GDP,IMF (WEO)
KNA,Gen gov debt,2028,71.299,% GDP,IMF (WEO)
KNA,Gen gov debt,2029,73.828,% GDP,IMF (WEO)
KNA,Gen gov debt,2030,76.458,% GDP,IMF (WEO)
KNA,Gen gov debt,2031,79.225,% GDP,IMF (WEO)
LCA,GDP growth,2027,1.701,%,IMF (WEO)
LCA,GDP growth,2028,1.646,%,IMF (WEO)
LCA,GDP growth,2029,1.568,%,IMF (WEO)
LCA,GDP growth,2030,1.488,%,IMF (WEO)
LCA,GDP growth,2031,1.5,%,IMF (WEO)
LCA,Inflation,2027,2.415,%,IMF (WEO)
LCA,Inflation,2028,2.222,%,IMF (WEO)
LCA,Inflation,2029,2.131,%,IMF (WEO)
LCA,Inflation,2030,2.061,%,IMF (WEO)
LCA,Inflation,2031,2.017,%,IMF (WEO)
LCA,Fiscal balance,2027,-2.923,% GDP,IMF (WEO)
LCA,Fiscal balance,2028,-2.692,% GDP,IMF (WEO)
LCA,Fiscal balance,2029,-2.536,% GDP,IMF (WEO)
LCA,Fiscal balance,2030,-2.348,% GDP,IMF (WEO)
LCA,Fiscal balance,2031,-2.427,% GDP,IMF (WEO)
LCA,Fiscal balance,2027,0.625,% GDP,IMF (WEO)
LCA,Fiscal balance,2028,0.984,% GDP,IMF (WEO)
LCA,Fiscal balance,2029,1.264,% GDP,IMF (WEO)
LCA,Fiscal balance,2030,1.556,% GDP,IMF (WEO)
LCA,Fiscal balance,2031,1.455,% GDP,IMF (WEO)
LCA,Gen gov debt,2027,77.686,% GDP,IMF (WEO)
LCA,Gen gov debt,2028,77.718,% GDP,IMF (WEO)
LCA,Gen gov debt,2029,77.697,% GDP,IMF (WEO)
LCA,Gen gov debt,2030,77.558,% GDP,IMF (WEO)
LCA,Gen gov debt,2031,77.374,% GDP,IMF (WEO)
VCT,GDP growth,2027,2.7,%,IMF (WEO)
VCT,GDP growth,2028,2.7,%,IMF (WEO)
