country,indicator,year,value
JOR,Fiscal balance,2028,1.483
JOR,Fiscal balance,2029,1.487
JOR,Fiscal balance,2030,1.316
JOR,Fiscal balance,2031,1.064
JOR,Gen gov debt,2027,81.068
JOR,Gen gov debt,2028,79.692
JOR,Gen gov debt,2029,78.217
JOR,Gen gov debt,2030,76.787
JOR,Gen gov debt,2031,75.686
KAZ,GDP growth,2027,4.4
KAZ,GDP growth,2028,3.309
KAZ,GDP growth,2029,3.596
KAZ,GDP growth,2030,3.598
KAZ,GDP growth,2031,3.613
KAZ,Inflation,2027,10.053
KAZ,Inflation,2028,8.783
KAZ,Inflation,2029,7.6
KAZ,Inflation,2030,5.849
KAZ,Inflation,2031,5.0
KAZ,Fiscal balance,2027,-1.777
KAZ,Fiscal balance,2028,-2.019
KAZ,Fiscal balance,2029,-1.967
KAZ,Fiscal balance,2030,-1.74
KAZ,Fiscal balance,2031,-1.717
KAZ,Fiscal balance,2027,-1.31
KAZ,Fiscal balance,2028,-1.418
KAZ,Fiscal balance,2029,-1.349
KAZ,Fiscal balance,2030,-1.065
KAZ,Fiscal balance,2031,-0.977
KAZ,Gen gov debt,2027,26.31
KAZ,Gen gov debt,2028,27.991
KAZ,Gen gov debt,2029,29.516
KAZ,Gen gov debt,2030,30.828
KAZ,Gen gov debt,2031,32.106
KWT,GDP growth,2027,2.811
KWT,GDP growth,2028,2.505
KWT,GDP growth,2029,2.421
KWT,GDP growth,2030,2.384
KWT,GDP growth,2031,2.389
KWT,Inflation,2027,2.494
KWT,Inflation,2028,2.175
KWT,Inflation,2029,1.888
KWT,Inflation,2030,1.74
KWT,Inflation,2031,1.631
KWT,Fiscal balance,2027,29.492
KWT,Fiscal balance,2028,29.397
KWT,Fiscal balance,2029,29.068
KWT,Fiscal balance,2030,28.883
KWT,Fiscal balance,2031,28.707
KWT,Fiscal balance,2027,-0.233
KWT,Fiscal balance,2028,-0.985
KWT,Fiscal balance,2029,-1.77
KWT,Fiscal balance,2030,-2.373
KWT,Fiscal balance,2031,-2.964
KWT,Gen gov debt,2027,27.491
KWT,Gen gov debt,2028,32.072
KWT,Gen gov debt,2029,34.91
KWT,Gen gov debt,2030,36.699
KWT,Gen gov debt,2031,37.848
KGZ,GDP growth,2027,6.076
KGZ,GDP growth,2028,5.672
KGZ,GDP growth,2029,5.371
KGZ,GDP growth,2030,5.291
KGZ,GDP growth,2031,5.191
KGZ,Inflation,2027,9.952
KGZ,Inflation,2028,8.94
KGZ,Inflation,2029,7.942
KGZ,Inflation,2030,6.981
KGZ,Inflation,2031,6.549
KGZ,Fiscal balance,2027,-3.099
KGZ,Fiscal balance,2028,-2.814
KGZ,Fiscal balance,2029,-2.463
KGZ,Fiscal balance,2030,-2.324
KGZ,Fiscal balance,2031,-2.526
KGZ,Fiscal balance,2027,-1.554
KGZ,Fiscal balance,2028,-1.042
KGZ,Fiscal balance,2029,-0.501
KGZ,Fiscal balance,2030,-0.211
KGZ,Fiscal balance,2031,-0.328
KGZ,Gen gov debt,2027,37.676
KGZ,Gen gov debt,2028,38.081
KGZ,Gen gov debt,2029,38.363
KGZ,Gen gov debt,2030,38.742
KGZ,Gen gov debt,2031,38.787
LBY,GDP growth,2027,4.501
LBY,GDP growth,2028,4.461
LBY,GDP growth,2029,4.182
LBY,GDP growth,2030,3.973
LBY,GDP growth,2031,3.759
LBY,Inflation,2027,10.2
LBY,Inflation,2028,10.2
LBY,Inflation,2029,10.2
LBY,Inflation,2030,10.2
LBY,Inflation,2031,10.2
LBY,Fiscal balance,2027,-23.841
LBY,Fiscal balance,2028,-23.885
LBY,Fiscal balance,2029,-22.668
LBY,Fiscal balance,2030,-21.383
LBY,Fiscal balance,2031,-20.368
LBY,Fiscal balance,2027,-23.841
LBY,Fiscal balance,2028,-23.885
LBY,Fiscal balance,2029,-22.668
LBY,Fiscal balance,2030,-21.383
LBY,Fiscal balance,2031,-20.368
MRT,GDP growth,2027,4.472
MRT,GDP growth,2028,5.673
MRT,GDP growth,2029,4.928
MRT,GDP growth,2030,3.004
MRT,GDP growth,2031,2.976
MRT,Inflation,2027,4.1
MRT,Inflation,2028,4.0
MRT,Inflation,2029,4.0
MRT,Inflation,2030,4.0
MRT,Inflation,2031,4.0
MRT,Fiscal balance,2027,0.519
MRT,Fiscal balance,2028,0.596
MRT,Fiscal balance,2029,0.72
MRT,Fiscal balance,2030,0.651
MRT,Fiscal balance,2031,0.69
MRT,Fiscal balance,2027,1.199
MRT,Fiscal balance,2028,1.341
MRT,Fiscal balance,2029,1.493
MRT,Fiscal balance,2030,1.476
MRT,Fiscal balance,2031,1.602
MRT,Gen gov debt,2027,37.603
MRT,Gen gov debt,2028,37.254
MRT,Gen gov debt,2029,36.992
MRT,Gen gov debt,2030,37.933
MRT,Gen gov debt,2031,40.759
MAR,GDP growth,2027,4.5
MAR,GDP growth,2028,4.499
MAR,GDP growth,2029,4.401
MAR,GDP growth,2030,4.101
MAR,GDP growth,2031,4.004
MAR,Inflation,2027,1.647
MAR,Inflation,2028,1.965
MAR,Inflation,2029,2.039
MAR,Inflation,2030,2.016
MAR,Inflation,2031,1.983
MAR,Fiscal balance,2027,-3.366
MAR,Fiscal balance,2028,-3.278
MAR,Fiscal balance,2029,-3.24
MAR,Fiscal balance,2030,-3.148
MAR,Fiscal balance,2031,-3.044
MAR,Fiscal balance,2027,-1.229
MAR,Fiscal balance,2028,-1.215
MAR,Fiscal balance,2029,-1.137
MAR,Fiscal balance,2030,-1.065
MAR,Fiscal balance,2031,-0.999
MAR,Gen gov debt,2027,64.881
MAR,Gen gov debt,2028,63.877
MAR,Gen gov debt,2029,62.824
MAR,Gen gov debt,2030,61.893
MAR,Gen gov debt,2031,61.041
OMN,GDP growth,2027,3.416
OMN,GDP growth,2028,3.717
OMN,GDP growth,2029,3.476
OMN,GDP growth,2030,3.27
OMN,GDP growth,2031,2.676
OMN,Inflation,2027,1.9
OMN,Inflation,2028,2.0
OMN,Inflation,2029,2.0
OMN,Inflation,2030,2.0
OMN,Inflation,2031,2.0
OMN,Fiscal balance,2027,4.297
OMN,Fiscal balance,2028,4.655
OMN,Fiscal balance,2029,4.544
OMN,Fiscal balance,2030,4.737
OMN,Fiscal balance,2031,4.619
OMN,Fiscal balance,2027,4.501
OMN,Fiscal balance,2028,5.213
OMN,Fiscal balance,2029,5.216
OMN,Fiscal balance,2030,5.295
OMN,Fiscal balance,2031,5.189
OMN,Gen gov debt,2027,32.698
OMN,Gen gov debt,2028,31.889
OMN,Gen gov debt,2029,30.8
OMN,Gen gov debt,2030,29.611
OMN,Gen gov debt,2031,29.091
PAK,GDP growth,2027,3.5
PAK,GDP growth,2028,4.3
PAK,GDP growth,2029,4.5
PAK,GDP growth,2030,4.5
PAK,GDP growth,2031,4.5
PAK,Inflation,2027,8.355
PAK,Inflation,2028,6.553
PAK,Inflation,2029,6.466
PAK,Inflation,2030,6.466
PAK,Inflation,2031,6.466
PAK,Fiscal balance,2027,-3.228
PAK,Fiscal balance,2028,-3.009
PAK,Fiscal balance,2029,-2.806
PAK,Fiscal balance,2030,-3.648
PAK,Fiscal balance,2031,-4.594
PAK,Fiscal balance,2027,2.008
PAK,Fiscal balance,2028,2.047
PAK,Fiscal balance,2029,2.046
PAK,Fiscal balance,2030,1.052
PAK,Fiscal balance,2031,0.055
PAK,Gen gov debt,2027,67.141
PAK,Gen gov debt,2028,64.024
PAK,Gen gov debt,2029,60.836
PAK,Gen gov debt,2030,59.02
PAK,Gen gov debt,2031,58.214
QAT,GDP growth,2027,8.59
QAT,GDP growth,2028,5.836
QAT,GDP growth,2029,7.837
QAT,GDP growth,2030,5.919
QAT,GDP growth,2031,4.977
QAT,Inflation,2027,2.477
QAT,Inflation,2028,2.048
QAT,Inflation,2029,1.98
QAT,Inflation,2030,1.972
QAT,Inflation,2031,1.967
QAT,Fiscal balance,2027,-4.815
QAT,Fiscal balance,2028,-4.667
QAT,Fiscal balance,2029,-0.393
QAT,Fiscal balance,2030,1.844
QAT,Fiscal balance,2031,2.861
QAT,Fiscal balance,2027,-3.564
QAT,Fiscal balance,2028,-3.452
QAT,Fiscal balance,2029,0.762
QAT,Fiscal balance,2030,2.96
QAT,Fiscal balance,2031,3.948
QAT,Gen gov debt,2027,40.887
QAT,Gen gov debt,2028,39.708
QAT,Gen gov debt,2029,37.745
QAT,Gen gov debt,2030,36.453
QAT,Gen gov debt,2031,35.476
SAU,GDP growth,2027,4.454
SAU,GDP growth,2028,3.645
SAU,GDP growth,2029,3.543
SAU,GDP growth,2030,3.52
SAU,GDP growth,2031,3.55
SAU,Inflation,2027,2.114
SAU,Inflation,2028,2.0
SAU,Inflation,2029,2.0
SAU,Inflation,2030,2.0
SAU,Inflation,2031,2.0
SAU,Fiscal balance,2027,-3.401
SAU,Fiscal balance,2028,-3.562
SAU,Fiscal balance,2029,-3.34
SAU,Fiscal balance,2030,-3.211
SAU,Fiscal balance,2031,-3.173
SAU,Fiscal balance,2027,-2.829
SAU,Fiscal balance,2028,-2.849
SAU,Fiscal balance,2029,-2.5
SAU,Fiscal balance,2030,-2.25
SAU,Fiscal balance,2031,-2.096
SAU,Gen gov debt,2027,34.769
SAU,Gen gov debt,2028,37.073
SAU,Gen gov debt,2029,38.921
SAU,Gen gov debt,2030,40.63
SAU,Gen gov debt,2031,42.219
SOM,GDP growth,2027,3.1
SOM,GDP growth,2028,3.6
SOM,GDP growth,2029,4.0
SOM,GDP growth,2030,4.1
SOM,GDP growth,2031,4.2
SOM,Inflation,2027,4.5
SOM,Inflation,2028,4.0
SOM,Inflation,2029,3.8
SOM,Inflation,2030,3.5
SOM,Inflation,2031,3.2
SOM,Fiscal balance,2027,-0.777
SOM,Fiscal balance,2028,-1.218
SOM,Fiscal balance,2029,-1.972
SOM,Fiscal balance,2030,-1.99
SOM,Fiscal balance,2031,-2.108
SOM,Fiscal balance,2027,-0.7
SOM,Fiscal balance,2028,-1.141
SOM,Fiscal balance,2029,-1.87
SOM,Fiscal balance,2030,-1.872
SOM,Fiscal balance,2031,-1.987
SDN,GDP growth,2027,8.126
SDN,GDP growth,2028,12.848
SDN,GDP growth,2029,8.341
SDN,GDP growth,2030,6.001
SDN,GDP growth,2031,4.507
SDN,Inflation,2027,44.606
SDN,Inflation,2028,27.576
SDN,Inflation,2029,16.415
SDN,Inflation,2030,13.778
SDN,Inflation,2031,12.487
SDN,Fiscal balance,2027,-5.002
SDN,Fiscal balance,2028,-4.105
SDN,Fiscal balance,2029,-3.704
SDN,Fiscal balance,2030,-3.112
SDN,Fiscal balance,2031,-2.7
SDN,Fiscal balance,2027,-4.606
SDN,Fiscal balance,2028,-3.756
SDN,Fiscal balance,2029,-3.411
SDN,Fiscal balance,2030,-2.867
SDN,Fiscal balance,2031,-2.453
SDN,Gen gov debt,2027,153.017
SDN,Gen gov debt,2028,134.487
SDN,Gen gov debt,2029,128.898
SDN,Gen gov debt,2030,124.418
SDN,Gen gov debt,2031,116.263
TJK,GDP growth,2027,4.8
TJK,GDP growth,2028,4.5
TJK,GDP growth,2029,4.5
TJK,GDP growth,2030,4.5
TJK,GDP growth,2031,4.5
TJK,Inflation,2027,4.75
TJK,Inflation,2028,5.0
TJK,Inflation,2029,5.0
TJK,Inflation,2030,5.0
TJK,Inflation,2031,5.0
TJK,Fiscal balance,2027,-2.5
TJK,Fiscal balance,2028,-2.5
TJK,Fiscal balance,2029,-2.5
TJK,Fiscal balance,2030,-2.5
TJK,Fiscal balance,2031,-2.5
TJK,Fiscal balance,2027,-1.809
TJK,Fiscal balance,2028,-1.765
TJK,Fiscal balance,2029,-1.676
TJK,Fiscal balance,2030,-1.593
TJK,Fiscal balance,2031,-1.533
TJK,Gen gov debt,2027,22.305
TJK,Gen gov debt,2028,23.388
TJK,Gen gov debt,2029,24.374
TJK,Gen gov debt,2030,25.085
TJK,Gen gov debt,2031,25.654
TUN,GDP growth,2027,1.623
TUN,GDP growth,2028,1.542
TUN,GDP growth,2029,1.537
TUN,GDP growth,2030,1.536
TUN,GDP growth,2031,1.53
TUN,Inflation,2027,7.153
TUN,Inflation,2028,8.103
TUN,Inflation,2029,8.4
TUN,Inflation,2030,9.012
TUN,Inflation,2031,9.6
TUN,Fiscal balance,2027,-6.525
TUN,Fiscal balance,2028,-5.985
TUN,Fiscal balance,2029,-6.075
TUN,Fiscal balance,2030,-6.454
TUN,Fiscal balance,2031,-6.801
TUN,Fiscal balance,2027,-2.65
TUN,Fiscal balance,2028,-2.5
TUN,Fiscal balance,2029,-2.55
TUN,Fiscal balance,2030,-2.7
TUN,Fiscal balance,2031,-2.75
TUN,Gen gov debt,2027,88.73
TUN,Gen gov debt,2028,90.183
TUN,Gen gov debt,2029,90.939
TUN,Gen gov debt,2030,91.108
TUN,Gen gov debt,2031,91.054
TKM,GDP growth,2027,1.999
TKM,GDP growth,2028,2.304
TKM,GDP growth,2029,2.298
TKM,GDP growth,2030,2.297
TKM,GDP growth,2031,2.305
TKM,Inflation,2027,4.75
TKM,Inflation,2028,5.0
TKM,Inflation,2029,5.0
TKM,Inflation,2030,5.0
TKM,Inflation,2031,5.0
TKM,Fiscal balance,2027,-0.068
TKM,Fiscal balance,2028,-0.246
TKM,Fiscal balance,2029,-0.397
TKM,Fiscal balance,2030,-0.548
TKM,Fiscal balance,2031,-0.702
TKM,Gen gov debt,2027,3.739
TKM,Gen gov debt,2028,3.953
TKM,Gen gov debt,2029,4.272
TKM,Gen gov debt,2030,4.591
TKM,Gen gov debt,2031,4.895
ARE,GDP growth,2027,5.266
ARE,GDP growth,2028,4.629
ARE,GDP growth,2029,4.373
ARE,GDP growth,2030,4.032
ARE,GDP growth,2031,4.039
ARE,Inflation,2027,2.0
ARE,Inflation,2028,2.0
ARE,Inflation,2029,2.0
ARE,Inflation,2030,2.0
ARE,Inflation,2031,2.0
ARE,Fiscal balance,2027,4.83
ARE,Fiscal balance,2028,4.708
ARE,Fiscal balance,2029,4.694
ARE,Fiscal balance,2030,4.576
ARE,Fiscal balance,2031,4.489
ARE,Fiscal balance,2027,5.526
ARE,Fiscal balance,2028,5.361
ARE,Fiscal balance,2029,5.302
ARE,Fiscal balance,2030,5.16
ARE,Fiscal balance,2031,5.062
ARE,Gen gov debt,2027,30.121
ARE,Gen gov debt,2028,28.768
ARE,Gen gov debt,2029,27.237
ARE,Gen gov debt,2030,26.699
ARE,Gen gov debt,2031,26.007
UZB,GDP growth,2027,5.864
UZB,GDP growth,2028,5.772
UZB,GDP growth,2029,5.758
UZB,GDP growth,2030,5.69
UZB,GDP growth,2031,5.701
UZB,Inflation,2027,5.57
UZB,Inflation,2028,4.99
UZB,Inflation,2029,5.027
UZB,Inflation,2030,5.022
UZB,Inflation,2031,5.0
UZB,Fiscal balance,2027,-2.063
UZB,Fiscal balance,2028,-2.076
UZB,Fiscal balance,2029,-2.077
UZB,Fiscal balance,2030,-2.075
UZB,Fiscal balance,2031,-2.071
UZB,Fiscal balance,2027,-1.071
UZB,Fiscal balance,2028,-1.123
UZB,Fiscal balance,2029,-1.201
UZB,Fiscal balance,2030,-1.194
UZB,Fiscal balance,2031,-1.099
UZB,Gen gov debt,2027,26.982
UZB,Gen gov debt,2028,26.977
UZB,Gen gov debt,2029,26.78
UZB,Gen gov debt,2030,26.801
UZB,Gen gov debt,2031,26.768
YEM,GDP growth,2027,1.452
YEM,GDP growth,2028,2.508
YEM,GDP growth,2029,2.53
YEM,GDP growth,2030,2.549
YEM,GDP growth,2031,2.549
YEM,Inflation,2027,18.749
YEM,Inflation,2028,16.765
YEM,Inflation,2029,14.029
YEM,Inflation,2030,12.683
YEM,Inflation,2031,10.099
YEM,Fiscal balance,2027,-0.938
YEM,Fiscal balance,2028,0.187
YEM,Fiscal balance,2029,0.076
YEM,Fiscal balance,2030,0.057
YEM,Fiscal balance,2031,0.267
YEM,Fiscal balance,2027,1.784
YEM,Fiscal balance,2028,2.637
YEM,Fiscal balance,2029,2.308
YEM,Fiscal balance,2030,2.097
YEM,Fiscal balance,2031,2.161
AGO,GDP growth,2027,2.637
AGO,GDP growth,2028,2.817
AGO,GDP growth,2029,2.97
AGO,GDP growth,2030,3.029
AGO,GDP growth,2031,3.091
AGO,Inflation,2027,12.79
AGO,Inflation,2028,10.294
AGO,Inflation,2029,10.034
AGO,Inflation,2030,9.926
AGO,Inflation,2031,9.766
AGO,Fiscal balance,2027,-3.609
AGO,Fiscal balance,2028,-3.936
AGO,Fiscal balance,2029,-3.972
AGO,Fiscal balance,2030,-3.831
AGO,Fiscal balance,2031,-3.88
AGO,Fiscal balance,2027,0.174
AGO,Fiscal balance,2028,0.034
AGO,Fiscal balance,2029,0.138
AGO,Fiscal balance,2030,0.32
AGO,Fiscal balance,2031,0.315
AGO,Gen gov debt,2027,53.517
AGO,Gen gov debt,2028,55.216
AGO,Gen gov debt,2029,56.563
AGO,Gen gov debt,2030,57.113
AGO,Gen gov debt,2031,57.718
BEN,GDP growth,2027,6.698
BEN,GDP growth,2028,6.587
BEN,GDP growth,2029,6.482
BEN,GDP growth,2030,6.042
BEN,GDP growth,2031,6.026
BEN,Inflation,2027,2.0
BEN,Inflation,2028,2.0
BEN,Inflation,2029,2.0
BEN,Inflation,2030,2.0
BEN,Inflation,2031,2.0
BEN,Fiscal balance,2027,-2.9
BEN,Fiscal balance,2028,-2.9
BEN,Fiscal balance,2029,-2.9
BEN,Fiscal balance,2030,-2.9
BEN,Fiscal balance,2031,-2.9
BEN,Fiscal balance,2027,-1.245
BEN,Fiscal balance,2028,-1.387
BEN,Fiscal balance,2029,-1.369
BEN,Fiscal balance,2030,-1.352
BEN,Fiscal balance,2031,-1.343
BEN,Gen gov debt,2027,55.62
BEN,Gen gov debt,2028,53.175
BEN,Gen gov debt,2029,51.965
BEN,Gen gov debt,2030,51.104
BEN,Gen gov debt,2031,50.304
BWA,GDP growth,2027,2.227
BWA,GDP growth,2028,2.96
BWA,GDP growth,2029,3.932
BWA,GDP growth,2030,3.949
BWA,GDP growth,2031,3.96
BWA,Inflation,2027,5.7
BWA,Inflation,2028,4.8
BWA,Inflation,2029,4.5
BWA,Inflation,2030,4.5
BWA,Inflation,2031,4.5
BWA,Fiscal balance,2027,-7.793
BWA,Fiscal balance,2028,-7.592
BWA,Fiscal balance,2029,-7.494
BWA,Fiscal balance,2030,-7.083
BWA,Fiscal balance,2031,-7.458
BWA,Fiscal balance,2027,-4.482
BWA,Fiscal balance,2028,-3.785
BWA,Fiscal balance,2029,-3.325
BWA,Fiscal balance,2030,-2.563
BWA,Fiscal balance,2031,-2.62
BWA,Gen gov debt,2027,51.923
BWA,Gen gov debt,2028,55.467
BWA,Gen gov debt,2029,58.634
BWA,Gen gov debt,2030,61.228
BWA,Gen gov debt,2031,64.367
BFA,GDP growth,2027,4.8
BFA,GDP growth,2028,4.782
BFA,GDP growth,2029,4.806
BFA,GDP growth,2030,4.83
BFA,GDP growth,2031,4.854
BFA,Inflation,2027,2.061
BFA,Inflation,2028,2.031
BFA,Inflation,2029,2.0
BFA,Inflation,2030,2.0
BFA,Inflation,2031,2.0
BFA,Fiscal balance,2027,-3.044
BFA,Fiscal balance,2028,-3.0
BFA,Fiscal balance,2029,-3.0
BFA,Fiscal balance,2030,-3.0
BFA,Fiscal balance,2031,-3.0
BFA,Fiscal balance,2027,-0.824
BFA,Fiscal balance,2028,-0.79
BFA,Fiscal balance,2029,-1.036
BFA,Fiscal balance,2030,-1.099
BFA,Fiscal balance,2031,-1.115
BFA,Gen gov debt,2027,47.127
BFA,Gen gov debt,2028,46.85
BFA,Gen gov debt,2029,46.605
BFA,Gen gov debt,2030,46.45
BFA,Gen gov debt,2031,46.385
BDI,GDP growth,2027,4.168
BDI,GDP growth,2028,4.028
BDI,GDP growth,2029,4.063
BDI,GDP growth,2030,4.11
BDI,GDP growth,2031,4.175
BDI,Inflation,2027,15.335
BDI,Inflation,2028,13.498
BDI,Inflation,2029,12.794
BDI,Inflation,2030,10.655
BDI,Inflation,2031,9.831
BDI,Fiscal balance,2027,-2.943
BDI,Fiscal balance,2028,-3.46
BDI,Fiscal balance,2029,-3.24
BDI,Fiscal balance,2030,-3.906
BDI,Fiscal balance,2031,-3.16
BDI,Fiscal balance,2027,-1.857
BDI,Fiscal balance,2028,-2.188
BDI,Fiscal balance,2029,-1.986
BDI,Fiscal balance,2030,-2.503
BDI,Fiscal balance,2031,-1.619
BDI,Gen gov debt,2027,37.093
BDI,Gen gov debt,2028,35.248
BDI,Gen gov debt,2029,33.537
BDI,Gen gov debt,2030,32.764
BDI,Gen gov debt,2031,31.332
CPV,GDP growth,2027,5.037
CPV,GDP growth,2028,5.003
CPV,GDP growth,2029,5.061
CPV,GDP growth,2030,5.067
CPV,GDP growth,2031,5.064
CPV,Inflation,2027,2.1
CPV,Inflation,2028,2.0
CPV,Inflation,2029,2.0
CPV,Inflation,2030,2.0
CPV,Inflation,2031,2.0
CPV,Fiscal balance,2027,-0.044
CPV,Fiscal balance,2028,0.05
CPV,Fiscal balance,2029,0.111
CPV,Fiscal balance,2030,0.162
CPV,Fiscal balance,2031,0.194
CPV,Fiscal balance,2027,1.359
CPV,Fiscal balance,2028,1.273
CPV,Fiscal balance,2029,1.324
CPV,Fiscal balance,2030,1.317
CPV,Fiscal balance,2031,1.332
CPV,Gen gov debt,2027,90.737
CPV,Gen gov debt,2028,85.818
CPV,Gen gov debt,2029,81.078
CPV,Gen gov debt,2030,76.109
CPV,Gen gov debt,2031,71.406
CMR,GDP growth,2027,3.768
CMR,GDP growth,2028,4.223
CMR,GDP growth,2029,4.301
CMR,GDP growth,2030,4.424
CMR,GDP growth,2031,4.578
CMR,Inflation,2027,3.188
CMR,Inflation,2028,2.977
CMR,Inflation,2029,2.908
CMR,Inflation,2030,2.86
CMR,Inflation,2031,2.827
CMR,Fiscal balance,2027,-1.357
CMR,Fiscal balance,2028,-1.284
CMR,Fiscal balance,2029,-1.236
CMR,Fiscal balance,2030,-1.227
CMR,Fiscal balance,2031,-1.202
CMR,Fiscal balance,2027,-0.047
CMR,Fiscal balance,2028,0.032
CMR,Fiscal balance,2029,0.053
CMR,Fiscal balance,2030,0.041
CMR,Fiscal balance,2031,-0.247
CMR,Gen gov debt,2027,38.608
CMR,Gen gov debt,2028,36.995
CMR,Gen gov debt,2029,35.384
CMR,Gen gov debt,2030,33.366
CMR,Gen gov debt,2031,31.861
CAF,GDP growth,2027,2.987
CAF,GDP growth,2028,3.227
CAF,GDP growth,2029,3.531
CAF,GDP growth,2030,3.488
CAF,GDP growth,2031,3.497
CAF,Inflation,2027,2.546
CAF,Inflation,2028,2.643
CAF,Inflation,2029,3.015
CAF,Inflation,2030,3.0
CAF,Inflation,2031,3.0
CAF,Fiscal balance,2027,-6.217
CAF,Fiscal balance,2028,-7.08
CAF,Fiscal balance,2029,-7.825
CAF,Fiscal balance,2030,-8.719
CAF,Fiscal balance,2031,-9.553
CAF,Fiscal balance,2027,-3.648
CAF,Fiscal balance,2028,-3.56
CAF,Fiscal balance,2029,-3.323
CAF,Fiscal balance,2030,-3.311
CAF,Fiscal balance,2031,-3.27
CAF,Gen gov debt,2027,66.544
CAF,Gen gov debt,2028,69.655
CAF,Gen gov debt,2029,72.96
CAF,Gen gov debt,2030,76.98
CAF,Gen gov debt,2031,81.569
TCD,GDP growth,2027,4.934
TCD,GDP growth,2028,4.83
TCD,GDP growth,2029,5.052
TCD,GDP growth,2030,5.167
TCD,GDP growth,2031,5.28
TCD,Inflation,2027,3.941
TCD,Inflation,2028,2.742
TCD,Inflation,2029,3.008
TCD,Inflation,2030,2.976
TCD,Inflation,2031,2.98
TCD,Fiscal balance,2027,-1.301
TCD,Fiscal balance,2028,-0.256
TCD,Fiscal balance,2029,-0.705
TCD,Fiscal balance,2030,-0.929
TCD,Fiscal balance,2031,-1.168
TCD,Fiscal balance,2027,-0.315
TCD,Fiscal balance,2028,0.622
TCD,Fiscal balance,2029,0.122
TCD,Fiscal balance,2030,-0.118
TCD,Fiscal balance,2031,-0.335
TCD,Gen gov debt,2027,29.946
TCD,Gen gov debt,2028,28.643
TCD,Gen gov debt,2029,27.495
TCD,Gen gov debt,2030,26.466
TCD,Gen gov debt,2031,25.678
COM,GDP growth,2027,4.117
COM,GDP growth,2028,3.846
COM,GDP growth,2029,3.621
COM,GDP growth,2030,3.636
COM,GDP growth,2031,3.641
COM,Inflation,2027,2.504
COM,Inflation,2028,2.504
COM,Inflation,2029,2.504
COM,Inflation,2030,2.504
COM,Inflation,2031,2.504
COM,Fiscal balance,2027,-1.681
COM,Fiscal balance,2028,-1.918
COM,Fiscal balance,2029,-1.134
COM,Fiscal balance,2030,-1.167
COM,Fiscal balance,2031,-1.391
COM,Fiscal balance,2027,-1.247
COM,Fiscal balance,2028,-1.417
COM,Fiscal balance,2029,-0.661
COM,Fiscal balance,2030,-0.636
COM,Fiscal balance,2031,-0.842
COM,Gen gov debt,2027,33.795
COM,Gen gov debt,2028,32.112
COM,Gen gov debt,2029,30.017
COM,Gen gov debt,2030,28.507
COM,Gen gov debt,2031,26.809
COD,GDP growth,2027,5.365
COD,GDP growth,2028,5.397
COD,GDP growth,2029,5.444
COD,GDP growth,2030,5.415
COD,GDP growth,2031,5.401
COD,Inflation,2027,6.382
COD,Inflation,2028,7.001
COD,Inflation,2029,6.952
COD,Inflation,2030,6.952
COD,Inflation,2031,6.952
COD,Fiscal balance,2027,-2.388
COD,Fiscal balance,2028,-1.497
COD,Fiscal balance,2029,-1.457
COD,Fiscal balance,2030,-1.273
COD,Fiscal balance,2031,-1.151
COD,Fiscal balance,2027,-1.8
COD,Fiscal balance,2028,-0.864
COD,Fiscal balance,2029,-0.826
COD,Fiscal balance,2030,-0.592
COD,Fiscal balance,2031,-0.418
COD,Gen gov debt,2027,27.824
COD,Gen gov debt,2028,29.499
COD,Gen gov debt,2029,31.234
COD,Gen gov debt,2030,32.743
COD,Gen gov debt,2031,33.496
COG,GDP growth,2027,3.245
COG,GDP growth,2028,3.74
COG,GDP growth,2029,3.689
COG,GDP growth,2030,3.583
COG,GDP growth,2031,3.578
COG,Inflation,2027,3.0
COG,Inflation,2028,3.0
COG,Inflation,2029,3.0
COG,Inflation,2030,3.0
COG,Inflation,2031,3.0
COG,Fiscal balance,2027,2.938
COG,Fiscal balance,2028,3.894
COG,Fiscal balance,2029,4.454
COG,Fiscal balance,2030,4.713
COG,Fiscal balance,2031,4.648
COG,Fiscal balance,2027,6.388
COG,Fiscal balance,2028,6.931
COG,Fiscal balance,2029,7.114
COG,Fiscal balance,2030,7.117
COG,Fiscal balance,2031,6.707
COG,Gen gov debt,2027,85.836
COG,Gen gov debt,2028,79.12
COG,Gen gov debt,2029,72.314
COG,Gen gov debt,2030,66.106
COG,Gen gov debt,2031,60.438
CIV,GDP growth,2027,6.3
CIV,GDP growth,2028,6.6
CIV,GDP growth,2029,7.0
CIV,GDP growth,2030,6.8
CIV,GDP growth,2031,6.5
CIV,Inflation,2027,2.0
CIV,Inflation,2028,2.0
CIV,Inflation,2029,2.0
CIV,Inflation,2030,2.0
CIV,Inflation,2031,2.0
CIV,Fiscal balance,2027,-3.046
CIV,Fiscal balance,2028,-2.989
CIV,Fiscal balance,2029,-3.048
CIV,Fiscal balance,2030,-3.002
CIV,Fiscal balance,2031,-2.998
CIV,Fiscal balance,2027,-0.52
CIV,Fiscal balance,2028,-0.507
CIV,Fiscal balance,2029,-0.648
CIV,Fiscal balance,2030,-0.672
CIV,Fiscal balance,2031,-0.739
CIV,Gen gov debt,2027,53.967
CIV,Gen gov debt,2028,52.298
CIV,Gen gov debt,2029,51.162
CIV,Gen gov debt,2030,49.788
CIV,Gen gov debt,2031,48.572
GNQ,GDP growth,2027,-1.338
GNQ,GDP growth,2028,1.105
