iso3,indicator,side,rule_id,label_en,label_fr,value
ABW,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 0.87),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 0.87)",0.8687982
ABW,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 5.2),Excédent courant au-dessus de 3 % du PIB (valeur : 5.2),5.19136770255524
ABW,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 5.4% of GDP: comfortable policy space.,Excédent budgétaire de 5.4% du PIB : marge de manœuvre confortable.,5.363
ABW,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 6.8),Croissance du PIB soutenue au-dessus de 5 % (valeur : 6.8),6.81077669324554
ABW,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.33),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.33)",1.3302095
ABW,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.98: sound policy framework.,Qualité réglementaire solide à 0.98 : cadre politique sain.,0.9808972
ABW,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.22: solid legal enforcement.,État de droit solide à 1.22 : application du droit fiable.,1.22006
AFG,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.3087183
AFG,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-15.7183027911684
AFG,Debt service,opportunity,debt_service_low,Low debt service at 2.7% of exports: manageable external burden.,Service de la dette faible a 2.7% des exports : charge externe maitrisee.,2.67397501265809
AFG,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 19.9),Dette externe sous 30 % du RNB (valeur : 19.9),19.8909368152618
AFG,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 8.0),Dette publique sous 40 % du PIB (valeur : 8.0),7.976
AFG,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: -6.6),Inflation contenue sous 3 % (valeur : -6.6),-6.60118564073726
AFG,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-2.2052112
AFG,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-1.538435
AFG,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 16.6),Réserves confortables au-dessus de 6 mois d'importations (valeur : 16.6),16.6316336551941
AFG,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.9354887
AGO,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.6225793
AGO,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 6.1),Excédent courant au-dessus de 3 % du PIB (valeur : 6.1),6.12127885547185
AGO,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,28.9122414363047
AGO,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,79.5726391511001
AGO,Gini,risk,gini_high,Gini index above 45 (high inequality),Indice de Gini supérieur à 45 (inégalités élevées),51.3
AGO,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,28.2404948915772
AGO,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.7730199999999999
AGO,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.1697408
AGO,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,26.74
ALB,Debt service,opportunity,debt_service_low,Low debt service at 8.0% of exports: manageable external burden.,Service de la dette faible a 8.0% des exports : charge externe maitrisee.,8.00915421288433
ALB,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 29.4)","Inégalités contenues (Gini sous 35, valeur : 29.4)",29.4
ALB,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.2),Inflation contenue sous 3 % (valeur : 2.2),2.21587375089992
ALB,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 6.0),Réserves confortables au-dessus de 6 mois d'importations (valeur : 6.0),6.04107418472308
ALB,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,25.582
AND,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 16.0),Excédent courant au-dessus de 3 % du PIB (valeur : 16.0),16.045169836446
AND,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 2.7% of GDP: comfortable policy space.,Excédent budgétaire de 2.7% du PIB : marge de manœuvre confortable.,2.701
AND,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 28.0),Dette publique sous 40 % du PIB (valeur : 28.0),28.046
ARE,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.17),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.17)",1.1702182
ARE,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 14.5),Excédent courant au-dessus de 3 % du PIB (valeur : 14.5),14.4792979326645
ARE,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 4.9% of GDP: comfortable policy space.,Excédent budgétaire de 4.9% du PIB : marge de manœuvre confortable.,4.892
ARE,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 31.4),Dette publique sous 40 % du PIB (valeur : 31.4),31.36
ARE,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 26.4)","Inégalités contenues (Gini sous 35, valeur : 26.4)",26.4
ARE,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.7),Inflation contenue sous 3 % (valeur : 1.7),1.66336510224894
ARE,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.79),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.79)",0.7886704
ARE,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.13: sound policy framework.,Qualité réglementaire solide à 1.13 : cadre politique sain.,1.1257177
ARE,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 2.2),Chômage faible sous 5 % (valeur : 2.2),2.16
ARE,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 6.4),Chômage des jeunes sous 12 % (valeur : 6.4),6.425
ARG,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,38.2533536654791
ARG,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 1.9% of GDP: comfortable policy space.,Excédent budgétaire de 1.9% du PIB : marge de manœuvre confortable.,1.885
ARG,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,219.883929014578
ARM,Debt service,opportunity,debt_service_low,Low debt service at 9.2% of exports: manageable external burden.,Service de la dette faible a 9.2% des exports : charge externe maitrisee.,9.17206815657839
ARM,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,65.9870950657396
ARM,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 5.9),Croissance du PIB soutenue au-dessus de 5 % (valeur : 5.9),5.90000000046228
ARM,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 27.4)","Inégalités contenues (Gini sous 35, valeur : 27.4)",27.4
ARM,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 0.3),Inflation contenue sous 3 % (valeur : 0.3),0.269511978259125
ARM,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,2.06051540228787
ARM,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,26.659
ASM,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.18),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.18)",1.1762344
ASM,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.25),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.25)",1.2530285
ASM,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.09: solid legal enforcement.,État de droit solide à 1.09 : application du droit fiable.,1.0865813
ATG,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-7.45715824054234
ATG,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.07),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.07)",1.0731489
ATG,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.63: sound policy framework.,Qualité réglementaire solide à 0.63 : cadre politique sain.,0.6346031999999999
ATG,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.60: solid legal enforcement.,État de droit solide à 0.60 : application du droit fiable.,0.6017732
AUS,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.85),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.85)",1.8520196
AUS,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 33.8)","Inégalités contenues (Gini sous 35, valeur : 33.8)",33.8
AUS,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.79),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.79)",0.7932693
AUS,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.72: sound policy framework.,Qualité réglementaire solide à 1.72 : cadre politique sain.,1.7223205
AUS,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.35214316804638
AUS,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.47: solid legal enforcement.,État de droit solide à 1.47 : application du droit fiable.,1.4704014
AUS,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.9),Chômage faible sous 5 % (valeur : 3.9),3.942
AUS,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 9.4),Chômage des jeunes sous 12 % (valeur : 9.4),9.408
AUT,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.29),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.29)",1.2944468999999998
AUT,GDP growth,risk,recession,Negative GDP growth,Croissance du PIB négative,-0.659089573171372
AUT,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 31.2)","Inégalités contenues (Gini sous 35, valeur : 31.2)",31.2
AUT,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.9),Inflation contenue sous 3 % (valeur : 2.9),2.93791574279376
AUT,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.35: sound policy framework.,Qualité réglementaire solide à 1.35 : cadre politique sain.,1.3510615
AUT,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.25562529994616
AUT,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.68: solid legal enforcement.,État de droit solide à 1.68 : application du droit fiable.,1.6777399
AUT,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 10.4),Chômage des jeunes sous 12 % (valeur : 10.4),10.428
AZE,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.7750777999999999
AZE,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 6.3),Excédent courant au-dessus de 3 % du PIB (valeur : 6.3),6.27617767984307
AZE,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 17.0),Dette externe sous 30 % du RNB (valeur : 17.0),17.0427856612147
AZE,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 1.8% of GDP: comfortable policy space.,Excédent budgétaire de 1.8% du PIB : marge de manœuvre confortable.,1.777
AZE,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 20.0),Dette publique sous 40 % du PIB (valeur : 20.0),20.043
AZE,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 26.6)","Inégalités contenues (Gini sous 35, valeur : 26.6)",26.6
AZE,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.2),Inflation contenue sous 3 % (valeur : 2.2),2.21217188919901
BDI,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.4624885
BDI,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-15.6376698795971
BDI,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 37.0),Dette publique sous 40 % du PIB (valeur : 37.0),36.996
BDI,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,20.2124925027847
BDI,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-1.3763566
BDI,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.8138576
BDI,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,0.734240336787315
BDI,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.3028277
BDI,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 0.9),Chômage faible sous 5 % (valeur : 0.9),0.915
BDI,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 1.7),Chômage des jeunes sous 12 % (valeur : 1.7),1.695
BEL,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.47),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.47)",1.4687812
BEL,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,109.199
BEL,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 26.8)","Inégalités contenues (Gini sous 35, valeur : 26.8)",26.8
BEL,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.24: sound policy framework.,Qualité réglementaire solide à 1.24 : cadre politique sain.,1.2435483
BEL,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,0.791428506111311
BEL,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.28: solid legal enforcement.,État de droit solide à 1.28 : application du droit fiable.,1.282799
BEN,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-8.17628006592928
BEN,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,26.8148132358465
BEN,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,66.5543408193995
BEN,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 7.5),Croissance du PIB soutenue au-dessus de 5 % (valeur : 7.5),7.45311566226201
BEN,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 34.4)","Inégalités contenues (Gini sous 35, valeur : 34.4)",34.4
BEN,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.2),Inflation contenue sous 3 % (valeur : 1.2),1.16093089640415
BEN,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 1.6),Chômage faible sous 5 % (valeur : 1.6),1.637
BEN,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 3.1),Chômage des jeunes sous 12 % (valeur : 3.1),3.089
BFA,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-1.9063314
BFA,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.5255615
BFA,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.8838585999999999
BFA,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.4),Chômage faible sous 5 % (valeur : 3.4),3.441
BFA,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 6.5),Chômage des jeunes sous 12 % (valeur : 6.5),6.525
BGD,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.1021569
BGD,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 22.3),Dette externe sous 30 % du RNB (valeur : 22.3),22.2547977203389
BGD,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 30.9)","Inégalités contenues (Gini sous 35, valeur : 30.9)",30.9
BGD,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,10.4657482763412
BGD,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-1.4629508999999998
BGD,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.9500708
BGD,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.9600594
BGD,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.6),Chômage faible sous 5 % (valeur : 3.6),3.635
BGD,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 9.1),Chômage des jeunes sous 12 % (valeur : 9.1),9.097
BGR,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 28.2),Dette publique sous 40 % du PIB (valeur : 28.2),28.213
BGR,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.4),Inflation contenue sous 3 % (valeur : 2.4),2.44651943006079
BGR,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 7.5),Réserves confortables au-dessus de 6 mois d'importations (valeur : 7.5),7.54545741320184
BGR,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 4.2),Chômage faible sous 5 % (valeur : 4.2),4.2
BHR,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 4.8),Excédent courant au-dessus de 3 % du PIB (valeur : 4.8),4.83346638041053
BHR,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-10.627
BHR,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,152.36
BHR,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 0.9),Inflation contenue sous 3 % (valeur : 0.9),0.919635459817651
BHR,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.95: sound policy framework.,Qualité réglementaire solide à 0.95 : cadre politique sain.,0.9502434
BHR,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.41650733987614
BHR,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 1.1),Chômage faible sous 5 % (valeur : 1.1),1.084
BHR,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 5.5),Chômage des jeunes sous 12 % (valeur : 5.5),5.469
BHS,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.23),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.23)",1.2320893
BHS,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-6.64860795366672
BHS,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 0.4),Inflation contenue sous 3 % (valeur : 0.4),0.409162489083286
BHS,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.05),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.05)",1.0493095
BIH,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.5128682
BIH,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 30.8),Dette publique sous 40 % du PIB (valeur : 30.8),30.753
BIH,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 30.3)","Inégalités contenues (Gini sous 35, valeur : 30.3)",30.3
BIH,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 6.5),Réserves confortables au-dessus de 6 mois d'importations (valeur : 6.5),6.48581729707099
BIH,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,27.334
BLR,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.5781294
BLR,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 33.1),Dette publique sous 40 % du PIB (valeur : 33.1),33.07
BLR,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 24.4)","Inégalités contenues (Gini sous 35, valeur : 24.4)",24.4
BLR,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-1.2322689999999998
BLR,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.95220373518424
BLR,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.2305997
BLR,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.5),Chômage faible sous 5 % (valeur : 3.5),3.458
BLR,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 10.5),Chômage des jeunes sous 12 % (valeur : 10.5),10.538
BLZ,Debt service,opportunity,debt_service_low,Low debt service at 7.7% of exports: manageable external burden.,Service de la dette faible a 7.7% des exports : charge externe maitrisee.,7.67121131772208
BLZ,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 1.1% of GDP: comfortable policy space.,Excédent budgétaire de 1.1% du PIB : marge de manœuvre confortable.,1.106
BLZ,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.78),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.78)",0.7847219
BMU,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.18),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.18)",1.1762344
BMU,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 15.3),Excédent courant au-dessus de 3 % du PIB (valeur : 15.3),15.3480505045808
BMU,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.97),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.97)",0.9711697
BMU,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.63: sound policy framework.,Qualité réglementaire solide à 0.63 : cadre politique sain.,0.6285431
BMU,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.80: solid legal enforcement.,État de droit solide à 0.80 : application du droit fiable.,0.8001056
BOL,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.9975827
BOL,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-5.977
BOL,GDP growth,risk,recession,Negative GDP growth,Croissance du PIB négative,-1.12335595517212
BOL,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,102.702
BOL,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-1.2544304
BOL,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.86110946081755
BOL,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.267722
BOL,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.3),Chômage faible sous 5 % (valeur : 3.3),3.274
BOL,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 5.2),Chômage des jeunes sous 12 % (valeur : 5.2),5.17
BRA,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,26.7439339145718
BRA,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 28.7),Dette externe sous 30 % du RNB (valeur : 28.7),28.6612661075538
BRA,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-7.706
BRA,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,96.54
BRA,Gini,risk,gini_high,Gini index above 45 (high inequality),Indice de Gini supérieur à 45 (inégalités élevées),50.3
BRA,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 8.0),Réserves confortables au-dessus de 6 mois d'importations (valeur : 8.0),7.95225602897552
BRB,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.23),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.23)",1.2257724
BRB,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-5.06886376225887
BRB,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 4.1% of GDP: comfortable policy space.,Excédent budgétaire de 4.1% du PIB : marge de manœuvre confortable.,4.123
BRB,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 34.1)","Inégalités contenues (Gini sous 35, valeur : 34.1)",34.1
BRB,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.4),Inflation contenue sous 3 % (valeur : 1.4),1.4464366430616
BRB,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.27),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.27)",1.2722219
BRB,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.25640510866189
BRB,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.73: solid legal enforcement.,État de droit solide à 0.73 : application du droit fiable.,0.7277751
BRN,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.19),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.19)",1.1861774
BRN,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 14.5),Excédent courant au-dessus de 3 % du PIB (valeur : 14.5),14.5341402117213
BRN,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-10.699
BRN,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 1.5),Dette publique sous 40 % du PIB (valeur : 1.5),1.482
BRN,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: -0.4),Inflation contenue sous 3 % (valeur : -0.4),-0.388674165036461
BRN,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.20),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.20)",1.2027245
BRN,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.89: sound policy framework.,Qualité réglementaire solide à 0.89 : cadre politique sain.,0.8869612
BRN,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.59: solid legal enforcement.,État de droit solide à 0.59 : application du droit fiable.,0.5876078
BTN,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.47),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.47)",1.4722389
BTN,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-19.4017852146799
BTN,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,114.49950351728
BTN,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 7.5),Croissance du PIB soutenue au-dessus de 5 % (valeur : 7.5),7.49856206754038
BTN,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,120.282
BTN,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 28.5)","Inégalités contenues (Gini sous 35, valeur : 28.5)",28.5
BTN,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.8),Inflation contenue sous 3 % (valeur : 2.8),2.76131569624098
