iso3,indicator,side,rule_id,label_en,label_fr,value
DJI,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.1),Inflation contenue sous 3 % (valeur : 2.1),2.1120116728497
DJI,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.8527958999999999
DJI,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,0.850017224988693
DJI,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.0103987
DJI,Unemployment,risk,unemp_high,Unemployment above 15 %,Chômage supérieur à 15 %,26.007
DJI,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,76.494
DMA,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 0.53),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 0.53)",0.5329662
DMA,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-37.8042228948698
DMA,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,29.4152919032151
DMA,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,82.3567303337689
DMA,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,98.298
DMA,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.7),Inflation contenue sous 3 % (valeur : 2.7),2.73620751873313
DMA,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.23),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.23)",1.2341643
DNK,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 2.29),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 2.29)",2.2874751
DNK,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 12.2),Excédent courant au-dessus de 3 % du PIB (valeur : 12.2),12.1952284849278
DNK,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 27.4),Dette publique sous 40 % du PIB (valeur : 27.4),27.378
DNK,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 29.9)","Inégalités contenues (Gini sous 35, valeur : 29.9)",29.9
DNK,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.4),Inflation contenue sous 3 % (valeur : 1.4),1.37220049768926
DNK,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.77),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.77)",0.7688761
DNK,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.93: sound policy framework.,Qualité réglementaire solide à 1.93 : cadre politique sain.,1.9307059
DNK,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 2.00: solid legal enforcement.,État de droit solide à 2.00 : application du droit fiable.,2.0043149
DNK,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 11.8),Chômage des jeunes sous 12 % (valeur : 11.8),11.786
DOM,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.59),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.59)",0.5893402
DZA,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.5933952
DZA,Debt service,opportunity,debt_service_low,Low debt service at 0.8% of exports: manageable external burden.,Service de la dette faible a 0.8% des exports : charge externe maitrisee.,0.797700031642401
DZA,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 2.7),Dette externe sous 30 % du RNB (valeur : 2.7),2.66774817396092
DZA,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-9.435
DZA,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 27.6)","Inégalités contenues (Gini sous 35, valeur : 27.6)",27.6
DZA,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.7526468
DZA,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 16.5),Réserves confortables au-dessus de 6 mois d'importations (valeur : 16.5),16.5279389774711
DZA,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.6967772
DZA,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,29.884
ECU,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.7756801999999999
ECU,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 5.7),Excédent courant au-dessus de 3 % du PIB (valeur : 5.7),5.68853936869322
ECU,GDP growth,risk,recession,Negative GDP growth,Croissance du PIB négative,-1.94409022506859
ECU,Gini,risk,gini_high,Gini index above 45 (high inequality),Indice de Gini supérieur à 45 (inégalités élevées),45.2
ECU,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.5),Inflation contenue sous 3 % (valeur : 1.5),1.54732515615369
ECU,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.6464312
ECU,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,2.19585210168763
ECU,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.9650369
ECU,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.5),Chômage faible sous 5 % (valeur : 3.5),3.453
ECU,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 8.6),Chômage des jeunes sous 12 % (valeur : 8.6),8.574
EGY,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.8269898
EGY,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-5.68596234093524
EGY,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,49.2291017973666
EGY,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 2.6% of GDP: comfortable policy space.,Excédent budgétaire de 2.6% du PIB : marge de manœuvre confortable.,2.571
EGY,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 28.5)","Inégalités contenues (Gini sous 35, valeur : 28.5)",28.5
EGY,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,28.2705899322083
EGY,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.7515398999999999
ERI,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.6331361
ERI,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-14.8161574838645
ERI,Debt service,opportunity,debt_service_low,Low debt service at 4.3% of exports: manageable external burden.,Service de la dette faible a 4.3% des exports : charge externe maitrisee.,4.28643361718748
ERI,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 4.5% of GDP: comfortable policy space.,Excédent budgétaire de 4.5% du PIB : marge de manœuvre confortable.,4.479
ERI,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 8.7),Croissance du PIB soutenue au-dessus de 5 % (valeur : 8.7),8.67980010138049
ERI,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,260.393
ERI,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-2.0353648
ERI,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,0.849675223950122
ERI,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.8026292
ERI,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 10.1),Chômage des jeunes sous 12 % (valeur : 10.1),10.056
ESP,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 0.71),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 0.71)",0.7145938
ESP,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 3.2),Excédent courant au-dessus de 3 % du PIB (valeur : 3.2),3.18327391138733
ESP,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,98.173
ESP,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 33.4)","Inégalités contenues (Gini sous 35, valeur : 33.4)",33.4
ESP,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.7),Inflation contenue sous 3 % (valeur : 2.7),2.747147886618
ESP,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.62: sound policy framework.,Qualité réglementaire solide à 0.62 : cadre politique sain.,0.6208378999999999
ESP,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.8246595612095
ESP,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.93: solid legal enforcement.,État de droit solide à 0.93 : application du droit fiable.,0.9317736
ESP,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,26.631
EST,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.67),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.67)",1.6693209999999998
EST,GDP growth,risk,recession,Negative GDP growth,Croissance du PIB négative,-0.0900428648493801
EST,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 27.8),Dette publique sous 40 % du PIB (valeur : 27.8),27.827
EST,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 30.7)","Inégalités contenues (Gini sous 35, valeur : 30.7)",30.7
EST,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.70),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.70)",0.6995762999999999
EST,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.40: sound policy framework.,Qualité réglementaire solide à 1.40 : cadre politique sain.,1.3977035
EST,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,0.677616718422653
EST,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.49: solid legal enforcement.,État de droit solide à 1.49 : application du droit fiable.,1.4864478
ETH,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 24.3),Dette externe sous 30 % du RNB (valeur : 24.3),24.2638688064282
ETH,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 7.6),Croissance du PIB soutenue au-dessus de 5 % (valeur : 7.6),7.61277447616879
ETH,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 31.1)","Inégalités contenues (Gini sous 35, valeur : 31.1)",31.1
ETH,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,21.0377460577711
ETH,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-1.8849739
ETH,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.8332379
ETH,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.7806234891991
ETH,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.0489242
ETH,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 3.4),Chômage faible sous 5 % (valeur : 3.4),3.357
ETH,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 5.4),Chômage des jeunes sous 12 % (valeur : 5.4),5.449
FIN,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 2.19),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 2.19)",2.1920863
FIN,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,93.107
FIN,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 27.4)","Inégalités contenues (Gini sous 35, valeur : 27.4)",27.4
FIN,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.6),Inflation contenue sous 3 % (valeur : 1.6),1.56568906231616
FIN,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.83),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.83)",0.8325695
FIN,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.96: sound policy framework.,Qualité réglementaire solide à 1.96 : cadre politique sain.,1.9635191
FIN,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.37443104805587
FIN,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 2.02: solid legal enforcement.,État de droit solide à 2.02 : application du droit fiable.,2.0212705
FJI,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 0.56),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 0.56)",0.5626875
FJI,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-7.78080984551748
FJI,Debt service,opportunity,debt_service_low,Low debt service at 9.5% of exports: manageable external burden.,Service de la dette faible a 9.5% des exports : charge externe maitrisee.,9.53539168749024
FJI,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,71.3867600808353
FJI,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 30.7)","Inégalités contenues (Gini sous 35, valeur : 30.7)",30.7
FJI,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 0.70),"Stabilité politique solide au-dessus de 0,5 (valeur : 0.70)",0.6984397999999999
FRA,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.22),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.22)",1.2182239
FRA,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,118.404
FRA,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 31.8)","Inégalités contenues (Gini sous 35, valeur : 31.8)",31.8
FRA,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.0),Inflation contenue sous 3 % (valeur : 2.0),1.99904942291463
FRA,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.15: sound policy framework.,Qualité réglementaire solide à 1.15 : cadre politique sain.,1.1461527
FRA,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,2.38967906896664
FRA,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.98: solid legal enforcement.,État de droit solide à 0.98 : application du droit fiable.,0.97866
FRO,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 7.8),Excédent courant au-dessus de 3 % du PIB (valeur : 7.8),7.75436992619401
FSM,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 0.71),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 0.71)",0.7080175999999999
FSM,Current account,opportunity,ca_surplus,Current account surplus above 3 % of GDP (value: 7.1),Excédent courant au-dessus de 3 % du PIB (valeur : 7.1),7.09101265822785
FSM,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 7.5),Dette publique sous 40 % du PIB (valeur : 7.5),7.483
FSM,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.50),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.50)",1.499468
FSM,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.7632717
FSM,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.98: solid legal enforcement.,État de droit solide à 0.98 : application du droit fiable.,0.9769408
GAB,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.9367769
GAB,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-9.97
GAB,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.2),Inflation contenue sous 3 % (valeur : 1.2),1.17311998381218
GAB,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.7234577999999999
GAB,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.155705
GAB,Unemployment,risk,unemp_high,Unemployment above 15 %,Chômage supérieur à 15 %,20.091
GAB,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,36.283
GBR,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.51),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.51)",1.5097547999999998
GBR,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,103.565
GBR,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 32.4)","Inégalités contenues (Gini sous 35, valeur : 32.4)",32.4
GBR,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.51: sound policy framework.,Qualité réglementaire solide à 1.51 : cadre politique sain.,1.5112377
GBR,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.18272554676037
GBR,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.27: solid legal enforcement.,État de droit solide à 1.27 : application du droit fiable.,1.269914
GBR,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 4.4),Chômage faible sous 5 % (valeur : 4.4),4.361
GEO,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-5.29948694239513
GEO,Debt service,risk,debt_service_high,Debt service above 25 % of exports,Service de la dette au-dessus de 25 % des exports,26.5628823310302
GEO,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,79.6767852223944
GEO,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 9.7),Croissance du PIB soutenue au-dessus de 5 % (valeur : 9.7),9.67979379712661
GEO,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 35.1),Dette publique sous 40 % du PIB (valeur : 35.1),35.112
GEO,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 33.9)","Inégalités contenues (Gini sous 35, valeur : 33.9)",33.9
GEO,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.1),Inflation contenue sous 3 % (valeur : 1.1),1.10971758022096
GEO,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 0.65: sound policy framework.,Qualité réglementaire solide à 0.65 : cadre politique sain.,0.6500427999999999
GEO,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,2.29133957874542
GEO,Youth unemployment,risk,youth_unemp_high,Youth unemployment above 25 %,Chômage des jeunes supérieur à 25 %,29.863
GHA,Debt service,opportunity,debt_service_low,Low debt service at 9.4% of exports: manageable external burden.,Service de la dette faible a 9.4% des exports : charge externe maitrisee.,9.43593175956357
GHA,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 5.8),Croissance du PIB soutenue au-dessus de 5 % (valeur : 5.8),5.84746854280382
GHA,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,22.8483281157842
GHA,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.6387674511702
GHA,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 2.8),Chômage faible sous 5 % (valeur : 2.8),2.82
GHA,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 5.3),Chômage des jeunes sous 12 % (valeur : 5.3),5.347
GIN,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.1744528
GIN,Debt service,opportunity,debt_service_low,Low debt service at 3.7% of exports: manageable external burden.,Service de la dette faible a 3.7% des exports : charge externe maitrisee.,3.729306337627
GIN,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 23.2),Dette externe sous 30 % du RNB (valeur : 23.2),23.1973863712568
GIN,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 5.4),Croissance du PIB soutenue au-dessus de 5 % (valeur : 5.4),5.35004659049265
GIN,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 29.6)","Inégalités contenues (Gini sous 35, valeur : 29.6)",29.6
GIN,Political stability,risk,political_instability,Political stability below -1.0,"Stabilité politique inférieure à -1,0",-1.0377627
GIN,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.8917271
GIN,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.27721250120659
GIN,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.1479306
GIN,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 7.1),Chômage des jeunes sous 12 % (valeur : 7.1),7.068
GMB,Debt service,opportunity,debt_service_low,Low debt service at 8.1% of exports: manageable external burden.,Service de la dette faible a 8.1% des exports : charge externe maitrisee.,8.14420595794985
GMB,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,66.3566127091875
GMB,Fiscal balance,opportunity,fiscal_surplus,Fiscal surplus of 2.4% of GDP: comfortable policy space.,Excédent budgétaire de 2.4% du PIB : marge de manœuvre confortable.,2.365
GMB,GDP growth,opportunity,growth_strong,Strong GDP growth above 5 % (value: 5.6),Croissance du PIB soutenue au-dessus de 5 % (valeur : 5.6),5.55126065805138
GMB,Inflation,risk,inflation_high,Inflation above 10 %,Inflation supérieure à 10 %,11.5610532897511
GMB,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-0.6640332
GMB,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 10.8),Chômage des jeunes sous 12 % (valeur : 10.8),10.83
GNB,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.3460193
GNB,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-7.35889637109665
GNB,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,67.1110649067659
GNB,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 33.4)","Inégalités contenues (Gini sous 35, valeur : 33.4)",33.4
GNB,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-1.1903185
GNB,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.2348281
GNB,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 2.6),Chômage faible sous 5 % (valeur : 2.6),2.647
GNB,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 2.8),Chômage des jeunes sous 12 % (valeur : 2.8),2.826
GNQ,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-1.4730962
GNQ,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 39.1),Dette publique sous 40 % du PIB (valeur : 39.1),39.142
GNQ,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.9),Inflation contenue sous 3 % (valeur : 2.9),2.92140227309103
GNQ,Regulatory quality,risk,regulatory_quality_low,Regulatory quality below -0.5,"Qualité réglementaire inférieure à -0,5",-1.3990487
GNQ,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-1.5403576
GRC,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-7.10950344070576
GRC,Gen gov debt,risk,debt_high,Government debt above 90 % of GDP,Dette publique au-dessus de 90 % du PIB,136.927
GRC,Gini,opportunity,gini_low,"Low inequality (Gini below 35, value: 33.4)","Inégalités contenues (Gini sous 35, valeur : 33.4)",33.4
GRC,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.7),Inflation contenue sous 3 % (valeur : 2.7),2.74101875679486
GRC,Reserves,risk,reserves_low,Reserves below 3 months of imports,Réserves sous 3 mois d'importations,1.29467737992629
GRD,Current account,risk,ca_deficit,Current account deficit beyond -5 % of GDP,Déficit courant au-delà de -5 % du PIB,-21.8875634999164
GRD,Debt service,opportunity,debt_service_low,Low debt service at 4.9% of exports: manageable external burden.,Service de la dette faible a 4.9% des exports : charge externe maitrisee.,4.85035125902098
GRD,External debt,risk,external_debt_high,External debt above 60% of GNI,Dette externe supérieure à 60 % du RNB,68.5938767489392
GRD,Fiscal balance,risk,fiscal_deficit,Fiscal deficit beyond -5 % of GDP,Déficit budgétaire au-delà de -5 % du PIB,-5.148
GRD,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 1.1),Inflation contenue sous 3 % (valeur : 1.1),1.08615365134737
GRD,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.20),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.20)",1.1992639
GRD,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 0.54: solid legal enforcement.,État de droit solide à 0.54 : application du droit fiable.,0.5408822
GRL,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.48),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.48)",1.482751
GRL,Political stability,opportunity,pol_stability_high,Strong political stability above 0.5 (value: 1.24),"Stabilité politique solide au-dessus de 0,5 (valeur : 1.24)",1.2405187
GRL,Regulatory quality,opportunity,regulatory_quality_high,Strong regulatory quality at 1.50: sound policy framework.,Qualité réglementaire solide à 1.50 : cadre politique sain.,1.5034927
GRL,Rule of law,opportunity,rule_of_law_high,Strong rule of law at 1.57: solid legal enforcement.,État de droit solide à 1.57 : application du droit fiable.,1.5744958
GTM,Control of corruption,risk,corruption_high,Control of corruption below -0.5,"Maîtrise de la corruption inférieure à -0,5",-0.9482653
GTM,Debt service,opportunity,debt_service_low,Low debt service at 9.6% of exports: manageable external burden.,Service de la dette faible a 9.6% des exports : charge externe maitrisee.,9.56215520029921
GTM,External debt,opportunity,ext_debt_low,External debt below 30 % of GNI (value: 24.2),Dette externe sous 30 % du RNB (valeur : 24.2),24.2444913245727
GTM,Gen gov debt,opportunity,debt_low,Government debt below 40 % of GDP (value: 27.6),Dette publique sous 40 % du PIB (valeur : 27.6),27.646
GTM,Gini,risk,gini_high,Gini index above 45 (high inequality),Indice de Gini supérieur à 45 (inégalités élevées),45.2
GTM,Inflation,opportunity,inflation_low,Inflation contained below 3 % (value: 2.9),Inflation contenue sous 3 % (valeur : 2.9),2.86992752918294
GTM,Reserves,opportunity,reserves_high,Comfortable reserves above 6 months of imports (value: 7.4),Réserves confortables au-dessus de 6 mois d'importations (valeur : 7.4),7.38533210656899
GTM,Rule of law,risk,rule_of_law_low,Rule of law below -0.5,"État de droit inférieur à -0,5",-0.962274
GTM,Unemployment,opportunity,unemp_low,Low unemployment below 5 % (value: 2.6),Chômage faible sous 5 % (valeur : 2.6),2.613
GTM,Youth unemployment,opportunity,youth_unemp_low,Youth unemployment below 12 % (value: 4.6),Chômage des jeunes sous 12 % (valeur : 4.6),4.624
GUM,Control of corruption,opportunity,corruption_ctrl_high,Good control of corruption above 0.5 (value: 1.18),"Maîtrise de la corruption solide au-dessus de 0,5 (valeur : 1.18)",1.1762344
